Cases,34,34,35,35,35,35,35,35,35,35,37,40,40,41,42,42,43,43,43,47,48,50,50,50,53,59,70,75,82,114,147,177,212,272,322,411,599,721,827,934,1045,1136,1245,1388,1524,1651,1771,1875,1978,2067,2169,2220,2258,2369,2423,2473,2518,2551,2579,2613,2643,2672,2700,2733,2765,2792,2811,2826,2839,2854,2907,2922,2931,2938,2947,2954,2960,2966,2969,2987,2988,2989,2992,3000,3004,3009,3015,3017,3017,3018,3025,3025,3028,3031,3033,3034,3037,3037,3040,3040,3042,3045,3054,3065,3076,3077,3081,3082,3083,3084,3101,3102,3104,3112,3119,3121,3125,3125,3129,3134,3135,3135,3135,3135,3141,3146,3147,3148,3151,3156,3157,3158,3162,3162,3162,3169,3171,3173,3179,3180,3185,3190,3195,3195,3197,3202,3202,3216,3217,3220,3227,3232,3236,3239,3246,3249,3250,3255,3261,3269,3279,3282,3291,3295,3297,3298,3304,3310,3312,3317,3320,3321,3328,3330,3345,3348,3351,3351,3351,3356,3359,3376,3376,3377,3378,3381,3382,3389,3390,3390,3395,3397,3402,3403,3404,3410,3411,3411,3412,3417,3425,3427,3431,3438,3444,3445,3446,3447,3454,3461,3466,3473,3475,3480,3490,3490,3497,3500,3506,3506,3511,3514,3516,3519,3522,3523,3545,3559,3564,3569,3575,3583,3585,3590,3600,3615,3622,3628,3634,3636,3641,3643,3652,3665,3669,3679,3686,3691,3700,3709,3719,3727,3731,3736,3743,3746,3759,3763,3775,3780,3784,3787,3797,3804,3810,3818,3830,3837,3840,3844,3847,3852,3861,3866,3874,3875,3878,3880,3888,3892,3902,3913,3920,3922,3926,3942,3961,3966,3977,3998,4008,4026,4039,4053,4072,4086,4107,4126,4151,4169,4180,4192,4209,4237,4246,4261,4281,4297,4331,4907,5289,5716,5762,5829,5910,6020,6141,6285,6440,6690,6884,7163,7379,7694,8439,8966,9331,9636,9841,10053,10298,10547,10834,10991,11262,11450,11680,12054,12423,12594,12653,12795,13104,13302,13500,13687,14646,15465,16221,17023,17953,18782,19618,20454,21249,22058,22644,23134,23371,23557,23746,23903,24104,24279,24405,24571,24714,24786,24961,25111,25241,25323,25415,25504,25599,25692,25764,25809,25881,25951,26031,26073,26108,26162,26241,26305,26370,26441,26501,26540,26598,26679,26757,26927,27005,27154,27402,27494,27594,27713,27803,27876,28277,28346,28443,28577,28657,28734,28773,28821,28863,28889,28947,29031,29127,29321,29571,29905,30310,30869,31658,32625,33610,34575,35910,37453,39038,40585,42352,43742,45185,46643,48113,50183,53022,55460,57508,59687,61699,63570,65153,67044,68984,71025,72788,74900,76811,78855,81274,83375,85005,86924,88907,93794,96050,99145,101447,111082,113555,116949,119585,123066,126118,129500,132213,135439,137894,141217,144976,149779,154307,159792,162022,165462,169348,171979,174796,177467,179886,182548,185228,187538,189828,193105,195909,199264,202264,204595,207724,210782,214449,218131,221306,225365,228539,232647,236291,240452,244447,249853,254515,259301,264834,270921,277151,283067,289233,294653,301172,308230,317506,326832,336371,345027,353712,363029,372215,381907,391989,403386,415170,426475,439477,453132,467707,481967,497302,512678,526828,543361,561030,578375,597287,615314,633284,652185,672385,693305,714684,736522,756505,776108,795951,816989,839771,863189,885275,907157,928314,948442,968957,989859,1009710,1030281,1049295,1066786,1083951,1102368,1120869,1139571,1157555,1174091,1190063,1204729,1219531,1234487,1249140,1265082,1280534,1294522,1308343,1322519,1338550,1352953,1368144,1382173,1394756,1406542,1420340,1434237,1448792,1462901,1476477,1489186,1500105,1511357,1524613,1537310,1549285,1561638,1571926,1581415,1591829,1603475,1615229,1626604,1637432,1647362,1657231,1667097,1678297,1689437,1700067,1710884,1720919,1730364,1740428,1751704,1762190,1772838,1783701,1793812,1802934,1811852,1821579,1831389,1841131,1850482,1859157,1866863,1875315,1884973,1893941,1903165,1912024,1920189,1927763,1935442,1943424,1951572,1960039,1967999,1975591,1982495,1989473,1996969,2004274,2011331,2018410,2024753,2030700,2037224,2044125,2050980,2057575,2064581,2071009,2076135,2081992,2088327,2094886,2100959,2106813,2111566,2115872,2120758,2125729,2130641,2136537,2141241,2145241,2148766,2152384,2156587,2160780,2164859,2168646,2172044,2174906,2178276,2181960,2185497,2188629,2191528,2194053,2196529,2199061,2202001,2204672,2207438,2209970,2212407,2214712,2217287,2220324,2223435,2226446,2229558,2232485,2235576,2239475,2245250,2252776,2261039,2269550,2277476,2284609,2292290,2300457,2308615,2316408,2324485,2331414,2337811,2344933,2353062,2361702,2369814,2377500,2384639,2391357,2398944,2407022,2415472,2424090,2432534,2440542,2447964,2456551,2465723,2475632,2486122,2497001,2507471,2517869,2531051,2545873,2561115,2577445,2593327,2608227,2622600,2639062,2656411,2674477,2693362,2712315,2731198,2749561,2770793,2794350,2819282,2844897,2869616,2891927,2912347,2934544,2958162,2981996,3004814,3026695,3047857,3066800,3088873,3111857,3136649,3161241,3184825,3206955,3226697,3250642,3276098,3303169,3328973,3353969,3377410,3398792,3423956,3450980,3477030,3503264,3529085,3553720,3575398,3600787,3628347,3656726,3684755,3711595,3736487,3757575,3781827,3807908,3833048,3858346,3883485,3905872,3925854,3948869,3973003,3993292,4012184,4029959,4046953,4063844,4084299,4106230,4128038,4148090,4165874,4180868,4194684,4209571,4224008,4238061,4250949,4262484,4271815,4281536,4290824,4300614,4308319,4316769,4324850,4331338,4337568,4345218,4353237,4361016,4367752,4373846,4379084,4382977,4388610,4394915,4401378,4406755,4411494,4415593,4419737,4424750,4429674,4434511,4438999,4442648,4446502,4450457,4455020,4457580,4460556,4463557,4466793,4468955,4471179,4473867,4477052,4479888,4482389,4484863,4486664,4488497,4490760,4492913,4494880,4497152,4499044,4500828,4502542,4504929,4507228,4509541,4511777,4514155,4515890,4517651,4520220,4522915,4525269,4527777,4530105,4532100,4534017,4536445,4538811,4540955,4543039,4545043,4546854,4548533,4550924,4553181,4554976,4557001,4559029,4560843,4562968,4565854,4568461,4570885,4573463,4575853,4577593,4579421,4582168,4584070,4586550,4588512,4590176,4592284,4594127,4596559,4598725,4600978,4603359,4605609,4607451,4609406,4611741,4614057,4616512,4618652,4620425,4622088,4623596,4626057,4628200,4630310,4632212,4634180,4635711,4637199,4639261,4641263,4643012,4644643,4646412,4647685,4648679,4650919,4652923,4654969,4656911,4658542,4659902,4660964,4662569,4664156,4665347,4666453,4667546,4668244,4668863,4670184,4671309,4672146,4672910,4673387,4673629,4674403,4675532,4676338,4677090,4677697,4678352,4678671,4679022,4679833,4680470,4681309,4682132,4682548,4682964,4683380,4683796,4684212,4684628,4685047,4685366,4685685,4686004,4686323,4686642,4686961,4687281,4687654,4688027,4688400,4688773,4689146,4689519,4689897,4689897,4689897,4689897,4689897,4689897,4689897,4689897,4689897,4692448,4692840,4693222,4693712,4694156,4694580,4695063,4695207,4695659,4696111,4696563,4697015,4697467,4697919,4698373,4698938,4699504,4700069,4700634,4701199,4701765,4702330,4703032,4703734,4704436,4705138,4705840,4706542,4707244,4707856,4708468,4709080,4709692,4710304,4710916,4711528,4712094,4712660,4713226,4713791,4714357,4714923,4715489,4715977,4716466,4716954,4717443,4717931,4718420,4718908,4719322,4719737,4720151,4720565,4720979,4721394,4721808,4722110,4722411,4722713,4723014,4723316,4723617,4723919,4724061,4724204,4724346,4724489,4724631,4724774,4724916,4725054,4725193,4725331,4725470,4725608,4725747,4725885,4725975,4726064,4726154,4726243,4726333,4726422,4726512,4726579,4726647,4726714,4726782,4726849,4726917,4726984,4726984,4726984,4726984,4726984,4726984,4726984,4727236,4727236,4727236,4727236,4727236,4727236,4727236,4727628,4727628,4727628,4727628,4727628,4727628,4727628,4727831,4727831,4727831,4727831,4727831,4727831,4727831,4728035,4728035,4728035,4728035,4728035,4728035,4728035,4728182,4728182,4728182,4728182,4728182,4728182,4728182,4728304,4728304,4728304,4728304,4728304,4728304,4728304,4728482,4728482,4728482,4728482,4728482,4728482,4728482,4728632,4728632,4728632,4728632,4728632,4728632,4728632,4728799,4728799,4728799,4728799,4728799,4728799,4728799,4728967,4728967,4728967,4728967,4728967,4728967,4728967,4729402,4729402,4729402,4729402,4729402,4729402,4729402,4730490,4730490,4730490,4730490,4730490,4730490,4730490,4732301,4732301,4732301,4732301,4732301,4732301,4732301,4734000,4734000,4734000,4734000,4734000,4734000,4734000,4736356,4736356,4736356,4736356,4736356,4736356,4736356,4738988,4738988,4738988,4738988,4738988,4738988,4738988,4741958,4741958,4741958,4741958,4741958,4741958,4741958,4745043,4745043,4745043,4745043,4745043,4745043,4745043,4747752,4747752,4747752,4747752,4747752,4747752,4747752,4749910,4749910,4749910,4749910,4749910,4749910,4749910,4751563,4751563,4751563,4751563,4751563,4751563,4751563,4752422,4752422
Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,6,7,9,10,12,15,19,20,23,26,27,30,32,33,35,38,40,41,43,46,47,47,47,47,48,49,50,50,51,51,52,54,54,54,54,54,54,54,54,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,63,64,64,65,65,66,67,67,67,67,67,67,67,69,69,70,70,70,70,71,71,71,72,73,75,75,76,76,76,77,77,77,79,79,79,79,79,79,79,79,80,80,80,80,80,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,84,84,85,85,85,85,85,85,85,85,85,86,86,87,87,88,89,90,90,90,91,92,92,92,92,93,94,94,94,94,94,94,95,95,95,95,95,95,96,97,97,97,97,97,97,97,99,101,104,108,110,117,121,129,140,148,163,178,188,203,224,245,276,303,318,336,363,382,399,421,452,486,518,548,565,589,614,649,678,703,735,759,776,806,832,873,920,954,988,1012,1031,1069,1107,1146,1177,1213,1236,1269,1297,1332,1375,1402,1431,1449,1466,1485,1525,1555,1577,1609,1629,1658,1693,1744,1775,1819,1870,1912,1934,1970,2023,2080,2141,2182,2226,2276,2333,2387,2462,2534,2625,2711,2791,2847,2934,3032,3099,3240,3341,3422,3502,3610,3697,3811,3930,4059,4146,4264,4397,4562,4679,4857,4990,5168,5315,5503,5663,5854,6066,6204,6353,6588,6795,6942,7126,7343,7552,7734,7973,8285,8586,8826,9087,9320,9562,9788,10085,10314,10587,10879,11143,11399,11589,11841,12103,12374,12631,12855,13042,13283,13511,13731,13920,14173,14353,14485,14621,14765,14953,15124,15246,15363,15469,15612,15753,15884,16016,16143,16268,16369,16498,16620,16727,16850,16937,17014,17111,17203,17305,17418,17534,17607,17691,17751,17835,17917,18029,18123,18205,18273,18336,18407,18486,18559,18625,18699,18755,18799,18865,18922,19006,19070,19158,19205,19260,19338,19394,19462,19542,19611,19664,19703,19764,19826,19883,19934,19989,20036,20081,20143,20199,20254,20305,20358,20387,20436,20489,20544,20581,20645,20677,20707,20734,20771,20814,20847,20880,20917,20944,20966,20997,21035,21084,21112,21151,21171,21194,21231,21260,21286,21327,21355,21377,21408,21440,21471,21501,21528,21558,21580,21598,21630,21647,21672,21698,21708,21720,21738,21750,21769,21780,21799,21813,21825,21838,21850,21872,21886,21901,21919,21928,21941,21959,21971,21990,22003,22022,22035,22048,22060,22079,22101,22129,22148,22160,22176,22188,22210,22231,22253,22274,22294,22306,22323,22347,22367,22390,22415,22439,22465,22492,22519,22541,22568,22597,22627,22659,22694,22733,22771,22812,22852,22894,22936,22979,23024,23073,23127,23179,23238,23303,23372,23441,23515,23578,23646,23712,23781,23851,23921,23998,24078,24165,24249,24337,24420,24500,24582,24651,24718,24802,24883,24961,25048,25133,25225,25321,25418,25515,25606,25700,25791,25880,25978,26086,26191,26292,26398,26513,26632,26757,26885,27009,27138,27266,27395,27523,27652,27778,27902,28022,28147,28274,28403,28529,28620,28704,28781,28863,28917,28979,29037,29091,29146,29199,29255,29314,29370,29424,29475,29515,29553,29598,29640,29681,29718,29749,29778,29814,29847,29884,29913,29951,29975,30001,30022,30050,30084,30116,30146,30174,30201,30221,30242,30265,30289,30317,30337,30352,30371,30389,30406,30425,30448,30470,30488,30509,30528,30546,30562,30578,30595,30610,30623,30637,30651,30667,30684,30703,30721,30739,30761,30781,30801,30816,30838,30862,30885,30910,30938,30961,30981,30999,31016,31034,31053,31076,31101,31130,31160,31192,31227,31261,31293,31330,31362,31388,31407,31434,31466,31495,31529,31564,31599,31633,31666,31698,31733,31766,31801,31831,31861,31890,31918,31947,31974,32003,32030,32058,32084,32112,32141,32169,32198,32225,32251,32278,32306,32331,32355,32378,32403,32425,32447,32467,32486,32506,32523,32542,32557,32567,32581,32594,32606,32620,32632,32643,32658,32671,32686,32695,32709,32721,32729,32739,32748,32758,32767,32771,32780,32789,32796,32804,32812,32821,32829,32837,32845,32853,32860,32868,32875,32882,32888,32894,32900,32906,32911,32917,32922,32922,32922,32922,32922,32922,32922,32922,32922,32955,32962,32969,32975,32980,32985,32990,32995,33001,33007,33013,33019,33025,33031,33037,33047,33057,33067,33076,33086,33096,33106,33117,33127,33138,33148,33159,33169,33180,33195,33210,33225,33240,33255,33270,33285,33300,33316,33331,33346,33361,33377,33392,33408,33424,33440,33457,33473,33489,33505,33518,33530,33543,33556,33569,33581,33594,33605,33615,33626,33637,33648,33658,33669,33677,33686,33694,33702,33710,33719,33727,33736,33746,33755,33764,33773,33783,33792,33798,33805,33811,33817,33823,33830,33836,33840,33844,33848,33853,33857,33861,33865,33865,33865,33865,33865,33865,33865,33882,33882,33882,33882,33882,33882,33882,33894,33894,33894,33894,33894,33894,33894,33902,33902,33902,33902,33902,33902,33902,33911,33911,33911,33911,33911,33911,33911,33918,33918,33918,33918,33918,33918,33918,33924,33924,33924,33924,33924,33924,33924,33929,33929,33929,33929,33929,33929,33929,33935,33935,33935,33935,33935,33935,33935,33938,33938,33938,33938,33938,33938,33938,33940,33940,33940,33940,33940,33940,33940,33942,33942,33942,33942,33942,33942,33942,33947,33947,33947,33947,33947,33947,33947,33957,33957,33957,33957,33957,33957,33957,33967,33967,33967,33967,33967,33967,33967,33989,33989,33989,33989,33989,33989,33989,34053,34053,34053,34053,34053,34053,34053,34095,34095,34095,34095,34095,34095,34095,34163,34163,34163,34163,34163,34163,34163,34232,34232,34232,34232,34232,34232,34232,34292,34292,34292,34292,34292,34292,34292,34328,34328,34328,34328,34328,34328,34328,34371,34371
Active cases,20,20,20,18,18,18,16,15,14,20,15,18,12,13,14,11,12,12,12,15,16,18,16,16,19,24,34,39,46,78,111,135,169,229,279,366,554,668,771,860,953,1034,1142,1152,1286,1299,1254,1355,1347,1373,1353,1401,1343,1451,1451,1427,1348,1295,1251,1167,1103,1033,964,899,790,746,655,425,359,314,309,277,270,232,228,213,187,180,176,193,187,173,165,161,161,159,163,163,117,112,115,114,116,118,120,90,84,71,68,63,57,59,66,63,74,59,61,60,59,58,75,73,75,82,88,90,86,80,84,89,90,90,84,81,86,80,71,72,71,75,73,62,64,51,51,58,57,56,62,56,61,61,65,65,65,59,57,70,71,72,78,82,83,85,92,95,96,92,98,106,114,115,124,126,128,129,135,127,119,117,120,121,126,124,139,140,142,133,130,129,132,145,125,125,126,125,125,113,113,112,116,117,115,108,109,115,111,101,102,85,93,92,96,101,105,106,104,103,86,91,96,103,105,107,116,107,111,103,107,105,109,110,104,100,101,97,117,130,131,131,132,138,138,141,151,165,124,128,130,126,128,127,136,143,143,142,146,144,150,155,146,150,143,147,141,136,139,134,131,131,133,133,133,133,128,119,126,123,119,114,102,99,104,99,99,94,94,91,86,87,86,92,94,90,86,94,111,108,117,135,137,144,147,154,164,173,179,192,211,221,217,217,226,237,237,224,232,232,247,806,1176,1578,1607,1653,1720,1808,1920,2045,2195,2417,2583,2827,3016,3293,4022,4504,4847,5048,4519,4440,3803,3914,4035,3981,3533,3093,2704,2969,3147,3168,2961,2882,2809,2782,2860,2950,3679,4335,4858,5551,6371,7090,7027,7158,7169,7181,7234,6781,6350,6068,5301,4909,4225,3989,3145,2380,1749,1141,1182,1083,1088,1111,1047,1060,1070,1067,947,774,776,740,624,569,541,515,515,534,541,579,565,509,513,538,585,687,684,768,975,1028,1054,1111,1115,1122,1419,1381,1405,1453,1428,1401,1366,1348,1343,1247,1247,1268,1258,1386,1528,1741,2114,2645,3400,4314,5265,6190,7491,8973,10461,11736,13501,14851,16119,17162,18148,19873,22327,24207,25767,25973,27119,27988,28696,28745,29258,29765,30011,30222,29680,29320,29473,29371,29376,29435,29378,32661,33186,34913,35055,43268,42988,41903,42246,42827,42955,44189,45307,45413,45256,46469,46150,46480,48051,50416,49218,49777,49998,50105,49490,49714,49101,49252,47644,46876,43428,41403,40046,39854,38061,35405,33853,32795,31482,32743,33859,35836,37018,39517,41366,41907,43607,45648,47481,49799,52052,54440,57470,59938,63520,65297,67614,69619,74895,80289,85689,90578,95410,99511,103056,106951,110565,116135,122097,126765,131411,137058,143744,150248,158550,167057,171921,178270,185976,192526,200510,205002,208875,209039,211076,213910,212926,213444,214786,214421,211223,210042,209028,212179,210376,210943,210934,210032,207553,205946,205079,202230,200339,195454,192334,189268,186934,185200,182357,177702,176137,171368,166922,163680,159800,155134,152105,148622,145465,142644,143038,141642,137859,135966,132113,129025,128546,128728,129421,130128,131095,132573,131655,129071,128367,127392,124540,122463,120156,116711,115423,116075,115233,113394,112251,109748,108373,108022,109022,110113,110128,110880,110265,108174,107168,107925,107606,107378,107790,107226,105546,103507,103086,102317,101803,101000,100042,98150,98096,99144,99301,100132,100691,99227,98444,97585,97470,97300,97410,98367,98425,97244,96463,96450,95804,95413,95528,94163,92105,91382,90672,89821,87885,87271,85768,83093,81577,80657,80277,79780,79250,77811,75673,74190,73726,72761,72954,71482,69010,66395,64200,60415,56717,53455,51616,49524,47531,46315,45442,43479,43305,41793,40097,38892,38202,38314,38192,37123,35862,34436,33639,33502,33399,33243,32929,33108,33114,33505,34877,37968,42580,47964,53858,58159,61974,66283,70591,74792,77365,80546,82207,81949,81599,82731,82717,83228,83456,82482,81529,81296,82757,83695,83936,84539,84316,83011,83091,84410,86470,88460,91034,92781,94240,98827,105126,111390,118490,124866,129930,132725,138292,144058,149586,157496,162457,166394,169071,173602,180990,190107,201041,208843,213642,215722,218781,223411,227840,232144,232518,230456,224325,221582,220331,222995,226148,227333,225886,221433,221969,225131,230600,237516,240136,240336,236811,237125,240346,244108,250262,251933,250734,245151,244369,246767,251211,255792,259123,256664,250142,248075,248054,248251,251448,250970,245572,237396,232679,229701,224902,221449,214551,205511,197346,191740,188923,190777,188339,183151,174497,167121,162964,158765,155907,151564,140986,129065,118564,108651,101278,97669,93837,91276,84954,79999,78271,77424,75861,73330,70772,66802,63334,60880,59576,58907,58472,55789,51003,47876,47265,46592,46202,46731,44734,42531,39858,39268,36189,34895,34053,32250,29506,26886,25423,25259,24553,24109,22327,21783,21442,21578,21202,21027,21312,21308,20908,20464,21149,21647,22455,22783,23310,22892,22455,23026,23928,24112,24720,24986,24815,24432,24789,24901,25079,24731,24554,24073,23614,24079,24188,24040,23864,23296,22732,22338,23176,23442,24025,24697,24699,23982,23602,24216,23957,24547,24320,23158,22707,22009,21937,21374,21110,21247,21523,21316,20944,21096,21301,21581,21788,20955,20253,19709,19899,19990,20045,19932,19621,18826,17894,17828,18059,18179,18114,17551,16600,15456,15751,15987,16444,16720,16183,15415,14492,14459,14058,13902,13790,12763,11480,10262,10318,10406,10144,9925,9220,8346,8186,8368,8283,8232,8080,7691,6857,6397,6525,6362,6459,6467,6249,6031,5815,5598,5381,5163,4943,5254,5565,5876,6188,6499,6811,4890,5257,5250,5244,5237,5231,5224,5224,4850,4486,4121,3757,3392,3028,2663,2299,4423,4414,4395,4484,4529,4554,4638,4325,4318,4312,4306,4300,4293,4287,4735,4725,4715,4705,4696,4686,4676,4666,4655,4645,4634,4624,4613,4603,4592,4577,4562,4547,4532,4517,4502,4487,4472,4456,4441,4426,4411,4395,4380,403,387,371,354,338,322,306,293,281,268,255,242,230,217,206,196,185,174,163,153,142,276,410,544,679,813,947,1081,929,777,625,475,323,171,19,13,95,179,262,346,428,512,508,504,500,495,491,487,483,483,483,483,483,483,483,718,718,718,718,718,718,718,1098,1098,1098,1098,1098,1098,1098,1293,1293,1293,1293,1293,1293,1293,1488,1488,1488,1488,1488,1488,1488,1628,1628,1628,1628,1628,1628,1628,1744,1744,1744,1744,1744,1744,1744,1917,1917,1917,1917,1917,1917,1917,2061,2061,2061,2061,2061,2061,2061,2225,2225,2225,2225,2225,2225,2225,2391,2391,2391,2391,2391,2391,2391,2824,2824,2824,2824,2824,2824,2824,3907,3907,3907,3907,3907,3907,3907,5708,5708,5708,5708,5708,5708,5708,7397,7397,7397,7397,7397,7397,7397,9731,9731,9731,9731,9731,9731,9731,12299,12299,12299,12299,12299,12299,12299,15227,15227,15227,15227,15227,15227,15227,18244,18244,18244,18244,18244,18244,18244,20884,20884,20884,20884,20884,20884,20884,22982,22982,22982,22982,22982,22982,22982,24599,24599,24599,24599,24599,24599,24599,25415,25415
        


