Active cases (reported),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,11,17,22,31,50,66,100,121,172,232,281,349,419,530,626,740,890,1030,1198,1366,1613,1833,2017,2271,2455,2833,3256,3432,3874,4144,4528,4824,5117,5456,5773,6003,6202,6321,6628,6830,7181,7414,7887,8080,8158,8230,8317,8454,8623,8817,8874,8967,8991,8997,8963,8949,9070,9213,9435,9352,9430,9406,9429,9498,9699,9951,9933,10036,10191,10167,10153,10321,10417,10594,10719,10906,10961,11136,11348,11030,11115,11227,11412,11494,11451,11642,11577,11558,11704,11863,12192,12549,12996,13181,13225,13290,13550,13676,13919,14149,14269,14494,14382,14284,14093,13892,13792,13579,13291,13053,12748,12307,11921,11813,11649,11507,11445,11247,11080,10687,10668,10646,10269,9923,9606,9318,9172,9099,9113,8635,8521,8290,8204,8188,8217,8375,8381,8388,8386,8539,8641,8870,9179,9532,9679,9985,10251,10454,10856,11355,11712,12099,12496,12964,13293,13724,13990,14235,14682,15099,15368,15677,16035,16337,16599,16972,17314,17569,17624,17902,18312,18409,18582,18677,18671,18645,18695,18834,18574,18444,17900,15928,14448,13889,13480,12665,12225,12030,11743,11305,11229,11359,11387,11593,11746,12187,12645,13086,13411,13768,14282,15264,16230,16994,17769,18524,19306,20537,21850,23327,24441,25869,27441,29182,32242,35544,39684,42510,45971,50173,54740,61007,66395,73544,79542,85620,92862,99844,108463,119054,128252,136632,144145,156380,170697,184789,200759,216820,227524,235192,248756,264102,282157,297804,313495,329191,340723,354557,367135,378069,388470,398858,407841,417275,417810,418489,422824,424748,422501,423742,446285,440029,439910,430919,425632,418573,408620,396155,384704,372584,363219,356071,346502,336638,325241,316741,298946,288342,277673,263482,253917,248424,244390,243337,244157,242496,241129,239034,235842,234467,235450,237374,237234,234679,231071,228197,227000,227570,230072,230598,228329,226303,224204,222218,227029,230997,230669,231362,231256,228483,226133,225728,226244,224706,223227,220962,217843,213096,209102,207514,213918,212727,209891,204981,203483,207188,209330,208679,207023,205735,202030,201342,205417,207004,206167,204962,204007,200667,199880,204294,206379,206483,206445,206116,202993,203206,209466,214193,216178,217326,218183,216090,217011,226321,232813,235880,238771,240388,237118,237625,249570,257393,262010,264573,267060,261682,262101,274476,286609,291102,296154,299226,295864,297179,315773,332026,341213,347491,352424,347755,347053,362484,381105,391440,394917,400193,391594,388252,406750,421118,422096,414864,405187,384151,365065,361218,366356,362839,351687,344913,330359,321051,331381,342990,343670,328826,314867,298214,287182,288790,286309,275961,263756,254045,241883,235099,236420,234493,227837,219839,214195,207807,202991,202780,202635,199927,196256,193538,189031,187503,188834,189953,188427,184668,181443,177812,175780,176083,174832,172308,169979,167970,165563,164461,164536,163726,162328,161014,159990,158846,158335,158397,157890,156995,156412,155832,155292,155266,155275,155124,154801,154473,154391,154171,154114,154186,154007,153805,153617,153463,153365,153396,153457,153375,153307,153233,153136,153028,153044,153104,153061,153039,153061,153021,152994,153042,153094,153087,153108,153138,153156,153126,153183,153263,153302,153293,153192,153225,153241,153341,153458,153521,153537,153602,153625,153620,153671,153765,153847,153919,153977,153961,153959,154085,154198,154252,154290,154332,154330,154252,154397,154517,154613,154663,154703,154721,154715,154826,154987,154987,155085,155179,155239,155171,155357,155550,155642,155768,155979,156039,155991,156241,156578,156880,157126,157452,157577,157541,157932,158454,158929,159245,159647,159851,159880,160410,161259,161846,162313,162888,162965,162897,163663,164525,165288,165685,166244,166313,166076,166916,168108,168936,169679,170380,170814,170753,171897,173937,175336,176438,177579,178011,177750,179327,181712,183846,185110,186863,187656,187473,190582,195938,200093,203976,208120,210354,210532,215491,223259,228761,233883,239072,241290,240140,240600,249501,260235,269489,277702,282146,280450,288736,304286,319929,323041,323243,323028,317959,324448,343378,356538,363679,369682,376760,375132,383201,404877,418118,422986,426158,424497,415159,418039,436453,445613,447064,446527,443481,431219,433167,451064,461130,460089,456819,450650,436874,434725,447412,451611,446374,439136,431373,418067,414798,423083,423389,415939,405447,392075,378211,373884,381875,383896,381043,376998,369393,366181,374251,388692,396409,394239,392306,390882,386881,394335,406034,412558,414025,416086,420355,421118,434306,462566,489456,516184,545498,566566,581612,613345,664747,709878,742012,763269,774544,767531,776803,810409,830725,824300,810353,783744,751248,743351,757032,753535,733403,709371,682409,647751,636006,642223,640226,622913,606152,587411,562783,536727,522266,506728,505918,508778,510065,498564,495136,495769,497188,498951,505589,508559,502113,505083,509425,514215,517129,523197,527009,520437,523889,529424,533534,537640,543329,545033,537637,537737,539472,540243,541044,543928,544427,537265,532989,527450,524677,522482,521544,520742,521228,523025,524515,525868,527072,528403,528843,529225,530705,531871,532981,534060,535044,535322,535577,535877,537308,538399,539414,540565,540875,541136,542404,543361,544237,545011,545775,545977,546144,546992,547163,547994,548540,549178,549352,549529,550206,550729,551173,551607,551990,552117,552197,552679,553034,553354,553641,553930,554013,554075,554455,554688,554898,555125,555361,555439,555519,555845,556081,556273,556494,556706,556764,556809,557135,557318,557574,557811,558067,558117,558159,558467,558686,558895,558941,559186,559243,559288,559647,559961,560257,560588,560921,561015,561096,561784,562320,562905,563534,564134,564287,564404,565472,566430,567484,568524,569778,570059,570283,572305,573938,575764,577718,579845,580239,580555,583790,586619,589600,592612,596082,596720,597302,602393,606072,609569,612947,616611,617255,617865,623480,627937,632388,636658,641049,641740,642332,648267,652712,657005,661213,665825,666590,667352,668153,675290,680515,685290,690095,690861,691579,697723,702089,705908,709715,713625,714233,714783,720046,723849,727163,730603,733855,734355,734827,740649,745075,749270,753809,758763,759411,760064,767905,774017,779857,785259,790684,791359,792076,799735,805340,810259,814678,819180,819921,820650,827103,831948,836189,840046,843585,843892,844118,848704,851858,854702,857279,861007,861470,861849,865097,867435,869318,871043,872605,872908,873192,875420,876990,878490,879633,880737,880918,881089,882543,883542,884495,885274,886063,886221,886370,887225,887378,888321,889000,889565,889665,889795,890532,891052,891534,892005,892078,892162,892247,892917,893408,893829,894172,894557,894628,894714,895302,895741,896191,896578,896991,897068,897161,897918,898496,899040,899578,900017,900122,900231,901138,901791,902424,902667,903044,903167,903375,904456,905220,905887,906484,907095,907219,907349,908228,908941,909655,910300,910942,911061,911223,911404,912199,912778,913404,914005,914158,914276,914952,915512,916026,916470,916590,916733,916836,917325,917680,918004,918318,918647,918724,918775,919279,919651,920030,920357,920769,920842,920906,921578,922066,922595,923126,923644,923694,923747,924722,925549,926351,927472,928287,928408,928535,929975,931176,932340,933507,934853,935022,935221,937530,939389,941355,943265,945285,945565,945839,949256,952016,954814,957458,960045,960471,960900,964651,967626,970628,973895,976996,977423,977873,982684,986569,990006,993619,997237,997716,998248,1003312,1007352,1010976,1014327,1017502,1017931,1018319,1022489,1025508,1028212,1030542,1032888,1033189,1033516,1036210,1037939,1039445,1040888,1042216,1042421,1042653,1044413,1045637,1046791,1047721,1048554,1048715,1048831,1048974,1050352,1051420,1052317,1053216,1053318,1053423,1054402,1055031,1055533
        
