Active cases,9,9,9,9,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,15,16,19,24,29,29,38,42,46,51,62,71,76,79,102,113,125,142,144,155,166,187,168,173,174,180,176,172,173,172,150,147,149,135,136,140,141,119,119,113,92,89,88,76,74,74,74,72,72,72,72,72,70,70,70,70,71,71,61,61,80,72,72,72,64,61,61,84,86,90,92,93,93,93,92,89,89,90,86,87,81,81,80,81,81,67,62,58,58,53,54,54,48,48,44,43,42,43,43,43,41,42,49,55,54,54,53,52,55,55,55,57,57,52,52,51,47,47,47,47,63,62,57,57,54,55,57,57,56,63,60,61,60,61,59,74,81,85,86,90,93,105,119,135,207,255,318,359,402,423,486,516,576,605,641,642,664,670,692,702,717,720,734,681,679,686,684,670,672,654,654,618,615,589,577,557,549,521,511,502,488,455,445,407,397,380,377,369,361,356,348,343,338,337,338,337,337,332,322,289,289,281,281,286,289,301,298,299,290,290,290,289,289,290,291,295,297,299,299,302,307,308,307,309,317,308,309,312,313,313,324,326,323,325,326,330,330,333,332,343,350,351,355,359,360,360,345,357,390,385,380,378,410,391,396,409,395,396,397,398,394,396,401,399,403,396,398,402,390,391,386,375,379,380,377,388,391,395,388,392,391,391,388,388,379,379,377,379,380,374,375,387,372,373,374,385,372,370,377,386,382,393,396,403,390,394,393,390,391,392,397,390,401,395,396,396,376,377,377,374,376,376,376,363,360,360,507,586,674,747,792,838,877,942,965,967,988,1061,1078,1106,1131,1132,1210,1255,1308,1339,1359,1349,1345,1351,1294,1288,1297,1236,1230,1201,1202,1189,1189,1198,1209,1193,1199,1206,1218,1231,1149,1152,1112,1094,1097,1098,1072,1032,999,1002,1003,1004,1004,972,959,941,944,951,908,913,916,865,874,891,870,876,881,854,860,865,874,892,901,902,899,908,931,963,980,959,962,969,963,969,980,997,1000,985,994,999,1007,1075,1096,1081,1105,1117,1135,1168,1275,1346,1454,1622,1838,1945,2062,2177,2351,2618,2932,3235,3467,3755,3952,4171,4378,4596,4834,5437,5893,6271,6641,7110,7463,7738,8130,8481,8884,9097,9442,9725,9969,10215,10797,11088,11316,11719,12034,12243,12605,13250,14033,14383,14856,15191,15416,15718,15944,16335,17572,17666,18087,18543,18907,19569,20336,21083,22352,23640,25242,26880,28054,29823,32466,35291,38433,42296,45862,50559,56112,61280,67085,76427,82969,90450,98737,107468,117373,130563,141200,152200,163545,169618,177517,187932,198715,208315,216426,226204,234881,242824,252025,259672,270438,281032,290101,299424,311105,322302,333746,343665,353131,364347,374491,386674,394622,405882,416606,426271,436103,448090,455668,466505,473749,485732,499813,510126,518854,529713,542634,546208,558353,568898,581656,588291,595975,604922,611804,620150,627105,631508,634541,640732,649600,649928,657139,664396,672434,679297,688498,690026,695259,700119,704855,696409,687081,674721,658782,638871,618754,599819,581327,578369,583705,590498,596514,580821,584149,587557,591994,598035,603290,606956,610805,614816,617878,622081,626480,627775,631946,637242,641854,644737,649935,656297,662147,668521,675580,683010,689486,692278,701332,711707,722246,733494,745506,757516,769262,780749,785210,797271,805396,818318,828693,840925,850960,864757,863624,874586,886676,903433,896317,910580,919158,943145,962078,967947,975603,996031,1004608,1025231,1046436,1067513,1089622,1110394,1108865,1118676,1140961,1165599,1187594,1210868,1230531,1252258,1275213,1268091,1291459,1306009,1327599,1303111,1315715,1330530,1325100,1335205,1340600,1352621,1370629,1354174,1351377,1358732,1362063,1357351,1340959,1330996,1318069,1298375,1292106,1291952,1287250,1203365,1204447,1173425,1156263,1159805,1116429,1114341,1102418,1102730,1077326,1080369,1085704,1089458,1091394,1060239,1004644,991754,978028,979460,973509,922496,920107,880396,869984,841064,833320,831560,829410,828569,840857,790887,803934,821618,840367,856131,878197,900858,930444,963364,1005510,1046002,1087907,1129941,1188178,1246933,1316075,1403148,1483592,1561606,1658414,1747179,1855250,1976297,2099804,2242651,2358413,2509903,2646905,2787264,2932551,3066632,3178967,3276839,3351285,3440608,3480096,3536978,3537755,3592444,3625391,3579530,3523892,3458473,3411904,3341369,3274556,3174003,3125209,3021359,2999992,2837363,2828640,2792969,2773112,2769811,2525710,2448409,2380176,2361677,2356372,2351694,2354049,2176203,2188606,2127537,2142437,2093724,2103818,2112312,2001963,2013472,2017491,2026946,2035670,2040400,2041551,2026960,1988477,1916799,1919965,1908613,1910414,1912609,1913634,1874826,1874271,1876467,1877699,1878020,1878734,1878969,1879279,1875991,1869268,1865697,1861927,1858833,1855613,1849101,1841318,1835834,1834298,1826741,1824118,1819015,1817968,1812086,1804024,1796733,1789230,1782217,1777521,1769080,1764403,1756350,1747675,1739848,1731668,1723369,1715966,1712464,1708874,1702299,1697622,1688941,1683476,1679004,1670983,1663362,1658208,1654514,1645291,1640297,1635634,1631325,1622660,1618112,1611398,1605415,1596716,1588146,1583069,1575699,1566773,1557683,1552224,1543505,1536839,1529239,1521325,1515523,1507535,1501975,1493743,1489712,1482147,1477984,1471365,1464201,1461016,1456941,1449089,1445448,1442118,1433916,1424931,1420181,1414611,1408950,1403860,1396681,1390463,1384140,1375959,1368394,1362849,1357179,1349802,1344534,1337327,1329810,1322631,1319370,1315589,1311883,1308512,1304007,1296445,1294213,1291726,1286145,1282154,1278462,1270150,1264179,1258008,1247470,1238064,1231922,1220179,1211965,1207366,1197462,1191700,1185353,1178814,1171110,1166109,1147285,1145560,1134509,1129202,1115271,1109603,1076383,1063261,1055394,1013176,960954,904112,836936,838187,839404,841147,841765,842434,843660,843906,844202,844937,845294,845852,845729,846252,846195,846366,846892,847106,847442,848057,848321,848611,848833,849705,850305,851093,851752,851850,852293,852377,852822,853085,854055,854297,854523,854721,854771,855191,855259,855684,855844,856198,856171,856316,856510,856573,856984,857559,857703,857852,858020,858267,858482,858643,858906,859335,859414,859586,859724,860151,860509,860857,861118,861263,861382,861639,861803,862170,862321,862726,862945,863250,863482,863909,864245,864736,865226,865512,865623,865984,866194,866576,866993,867386,867694,867840,868167,868426,868617,868884,869130,869354,869482,869693,869838,869905,870026,870219,870255,870285,870421,870546,870536,870715,870776,870770,870776,870826,870884,870916,870962,871003,871031,871069,871137,871178,871188,871198,870854,870843,870849,870864,870881,870848,870737,870723,870732,870734,870736,870740,870748,870753,870758,870771,870778,870828,870849,870843,870142,870158,868792,868794,868800,868812,868826,868797,868800,868805,868835,868839,868858,868875,868884,868897,868899,868902,868917,868920,868937,868944,868940,868946,868955,868956,868962,868963,868968,868976,868988,868990,868990,868998,869001,869017,869025,869030,869033,869041,869045,869064,869078,869083,869083,869096,869103,869110,869114,869115,869113,869118,869125,869091,869104,869118,869143,869149,869153,869152,869192,869226,869254,869283,869361,869462,869480,869575,869722,869937,870397,871074,871827,872493,873522,874906,876859,879075,881343
        
